season,team,logo,offense_completion_percentage,offense_total_yards_gained_pass,offense_total_yards_gained_run,offense_ave_yards_gained_pass,offense_ave_yards_gained_run,offense_total_air_yards,offense_ave_air_yards,offense_total_yac,offense_ave_yac,offense_n_plays_pass,offense_n_plays_run,offense_n_interceptions,offense_n_fumbles_lost_pass,offense_n_fumbles_lost_run,offense_total_epa_pass,offense_total_epa_run,offense_ave_epa_pass,offense_ave_epa_run,offense_total_wpa_pass,offense_total_wpa_run,offense_ave_wpa_pass,offense_ave_wpa_run,offense_success_rate_pass,offense_success_rate_run,defense_completion_percentage,defense_total_yards_gained_pass,defense_total_yards_gained_run,defense_ave_yards_gained_pass,defense_ave_yards_gained_run,defense_total_air_yards,defense_ave_air_yards,defense_total_yac,defense_ave_yac,defense_n_plays_pass,defense_n_plays_run,defense_n_interceptions,defense_n_fumbles_lost_pass,defense_n_fumbles_lost_run,defense_total_epa_pass,defense_total_epa_run,defense_ave_epa_pass,defense_ave_epa_run,defense_total_wpa_pass,defense_total_wpa_run,defense_ave_wpa_pass,defense_ave_wpa_run,defense_success_rate_pass,defense_success_rate_run,points_scored,points_allowed,wins,losses,ties,score_differential,team_name,home_stadium,location,state,lat,long,mascot,live_mascots,conference,division,superbowl_wins,year_est
2022,Philadelphia Eagles,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-philadelphia-eagles-team-logo-2-768x768.png,0.6034482758620687,4105,2536,7.077586206896552,4.83047619047619,4451,8.3196261682243,2044,5.839999999999998,580,525,9,8,2,44.38295358200867,74.2498500505161,0.0765223337620837,0.1414282858105068,1.3471018019261676,2.6222991727847784,0.0023225893136658,0.004994855567209,0.4465517241379308,0.523809523809524,0.5599999999999998,3059,2079,4.894399999999998,4.757437070938215,3888,7.043478260869566,1714,4.897142857142858,625,437,17,7,3,-91.64092861,23.419577706076424,-0.146625486,0.0535917109978865,-1.222135782,0.0975461547138081,-0.001955417,0.0002232177453405276,0.4144000000000001,0.4599542334096109,477,344,14,3,0,133,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, Pennsylvania",Pennsylvania,39.900898,-75.168098,Swoop,,NFC,East,1,1933
1999,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.5246478873239434,2814,1990,4.954225352112679,4.180672268907565,0,,110,5.238095238095238,568,476,18,1,5,-59.19212653,-15.71334558,-0.10421149,-0.03301123,-2.619414333,-1.360774007,-0.004611645,-0.002858769,0.4119718309859155,0.4201680672268906,0.4929292929292929,2903,1892,5.864646464646468,4.483412322274877,0,,94,4.2727272727272725,495,422,11,7,5,-32.3458041,-22.20784231,-0.065345059,-0.052625219,-0.769254847,-1.084713028,-0.00155405,-0.00257041,0.3717171717171718,0.3744075829383884,317,320,6,10,0,-3,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2000,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.450733752620545,2481,2182,5.201257861635221,4.196153846153845,0,,0,,477,520,10,4,3,-43.97386357,-12.0570427,-0.092188393,-0.023186621,-2.690602212,0.7832828998621204,-0.005640675,0.0015063132689656,0.3689727463312368,0.3884615384615384,0.5018050541516246,2995,1668,5.406137184115524,3.99043062200957,0,,0,,554,418,16,9,7,-38.48252629,-80.0846698,-0.069463044,-0.191590119,-0.843426406,-2.194321291,-0.00152243,-0.005249572,0.364620938628159,0.3373205741626795,321,255,9,7,0,66,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2001,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.5637860082304527,3113,2775,6.405349794238687,4.801038062283737,0,,0,,486,578,12,2,6,60.35866878597318,10.432653040839348,0.1241947917406861,0.018049572735016,1.473804508135273,0.5849517737780144,0.0030325195640643,0.0010120272902733,0.4465020576131687,0.4013840830449827,0.5077452667814114,2944,1195,5.067125645438901,3.5250737463126836,0,,0,,581,339,16,5,3,-55.20604026,-60.01077068,-0.095019002,-0.177022922,-2.030019164,-2.008425962,-0.003494009,-0.00592456,0.4010327022375216,0.3362831858407079,352,212,13,3,0,140,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2002,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.5932203389830508,3842,2129,6.511864406779659,4.224206349206349,0,,0,,590,504,22,6,5,24.30881482201183,-22.13903487,0.0412013810542572,-0.043926656,1.2103648907858535,-0.7504144,0.0020514659165861,-0.001488917,0.4779661016949152,0.3789682539682541,0.5367412140575076,3462,1384,5.53035143769968,3.965616045845272,0,,0,,626,349,19,6,6,-26.71151879,-19.4212443,-0.042670158,-0.055648264,-1.623963713,-0.469662885,-0.002594191,-0.001345739,0.4201277955271567,0.3581661891117478,390,345,10,5,1,45,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2003,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.5359019264448337,3304,1497,5.786339754816112,3.402272727272727,0,,0,,571,440,17,4,5,-24.14843293,-71.89362651,-0.042291476,-0.163394606,-1.676161361,-1.751536518,-0.002935484,-0.003980765,0.4343257443082311,0.3818181818181818,0.5719844357976656,3042,1757,5.918287937743192,4.0298165137614665,0,,0,,514,436,14,3,7,-5.367398734,-61.37171676,-0.01044241,-0.140760818,0.1026975538217054,-1.482062224,0.00019980068836907857,-0.003399225,0.4105058365758754,0.3532110091743119,300,327,6,10,0,-27,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2004,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.5786802030456851,2720,2499,6.903553299492385,4.264505119453925,0,,0,,394,586,13,5,3,34.801060503822264,-1.321394865,0.0883275647305136,-0.00225494,0.9309414235613296,0.6295370042490088,0.0023627954912724,0.0010742952290938,0.484771573604061,0.4163822525597271,0.5163147792706335,2837,1303,5.445297504798465,3.691218130311615,0,,0,,521,353,19,8,3,-74.45852058,-42.89171024,-0.142914627,-0.121506261,-2.362659987,-1.908863469,-0.004534856,-0.005407545,0.3934740882917465,0.368271954674221,372,251,15,1,0,121,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2005,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.5560975609756096,2926,2243,7.13658536585366,4.232075471698115,0,,0,,410,530,14,3,3,51.307401648594606,-11.12485164,0.125140004020962,-0.020990286,-0.002846446,-0.688208621,-6.94E-06,-0.001298507,0.4634146341463415,0.4018867924528303,0.5294117647058825,3168,1372,5.3243697478991585,3.4472361809045218,0,,0,,595,398,15,7,5,-38.52727103,-49.60162312,-0.064751716,-0.124627194,-1.797231242,-1.756379201,-0.003020557,-0.004413013,0.4100840336134451,0.3467336683417085,389,258,11,5,0,131,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2006,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.55026455026455,3733,2005,6.58377425044092,4.445676274944569,4922,9.501930501930502,1703,5.458333333333333,567,451,23,4,7,21.39839738489916,-35.39508041,0.0377396779275118,-0.078481331,1.821971527516924,-1.213571543,0.003213353664051,-0.002690846,0.4497354497354498,0.3858093126385809,0.5676156583629893,3393,1428,6.037366548042702,3.59697732997481,4326,8.27151051625239,1512,4.739811912225706,562,397,20,6,3,-22.69163643,-49.91314034,-0.040376577,-0.125725794,0.5293614070845892,-0.564340088,0.0009419242118942908,-0.001421512,0.4181494661921708,0.3551637279596976,353,315,8,8,0,38,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2007,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.5787321063394683,3079,2173,6.296523517382415,4.407707910750508,4363,9.915909090909093,1209,4.272084805653711,489,493,14,3,3,80.51685509502909,-24.03950439,0.1646561453886075,-0.048761672,1.1723631105336587,-0.515280977,0.0023974705736884,-0.001045195,0.4723926380368097,0.3630831643002026,0.5140845070422534,2824,1446,4.971830985915495,4.107954545454545,4873,9.15977443609022,1085,3.7157534246575334,568,352,11,7,5,-51.57945393,-35.02614744,-0.090808898,-0.099506101,-1.012710037,-0.485298909,-0.00178294,-0.00137869,0.4066901408450705,0.3607954545454545,393,269,10,6,0,124,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2008,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.5497287522603977,3307,1698,5.980108499095841,3.8243243243243255,4415,8.794820717131476,1407,4.643564356435643,553,444,15,7,2,0.618108865906156,-33.50704558,0.0011177375513671,-0.075466319,0.3670976049129899,-1.315152935,0.000663829303640128,-0.002962056,0.45750452079566,0.3918918918918917,0.5162950257289878,2507,1292,4.30017152658662,3.382198952879581,4129,7.775894538606404,1256,4.1727574750830545,583,382,20,7,0,-132.0290402,-57.79974497,-0.226464906,-0.151308233,-2.763483824,-1.695454344,-0.004740109,-0.004438362,0.3893653516295029,0.3350785340314136,347,223,12,4,0,124,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2009,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.6000000000000001,4148,1807,7.09059829059829,4.375302663438258,4868,9.099065420560748,1877,5.362857142857143,585,413,14,4,5,70.61187939074382,-19.86148474,0.1207040673346046,-0.048090762,1.1329526781333044,-0.224098523,0.0019366712446723,-0.000542611,0.4854700854700856,0.404358353510896,0.5360134003350083,3452,1448,5.7822445561139,3.978021978021977,4953,9.054844606946991,1417,4.4281250000000005,597,364,12,9,1,-10.10605318,-12.83314231,-0.016928062,-0.035255885,1.1882294594929534,-0.971838705,0.0019903341030032,-0.002669887,0.4271356783919598,0.348901098901099,368,324,9,7,0,44,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2010,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.580896686159844,3601,1935,7.019493177387914,4.206521739130435,4489,9.551063829787232,1575,5.285234899328861,513,460,9,4,4,69.98764329543026,-23.74391165,0.1364281545719895,-0.051617199,0.9994902794485128,-0.178285996,0.0019483241314785,-0.000387578,0.456140350877193,0.3543478260869565,0.5654205607476634,3427,1010,5.338006230529593,3.0981595092024543,4728,8,1360,3.7465564738292008,642,326,21,8,2,-71.2088147,-54.74469575,-0.110917157,-0.167928515,-2.296304072,-1.917149931,-0.003576798,-0.005880828,0.4314641744548285,0.3312883435582822,375,232,12,4,0,143,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2011,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.5889464594127807,4054,1916,7.001727115716753,4.583732057416268,5009,9.327746741154566,1854,5.436950146627566,579,418,15,9,4,73.24231586389513,-13.71705889,0.1264979548599226,-0.03281593,1.6184169184573445,-0.050948521,0.0027951932961266,-0.000121886,0.4697754749568221,0.4210526315789474,0.5133214920071048,2751,1602,4.886323268206038,4.035264483627206,4390,8.330170777988615,1149,3.975778546712802,563,397,11,2,1,-40.70397279,-28.20846372,-0.072298353,-0.071054065,-1.449544731,-1.021242502,-0.00257468,-0.002572399,0.4049733570159858,0.3602015113350126,325,227,12,4,0,98,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2012,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.5831960461285007,3789,1548,6.242174629324546,3.831683168316832,4949,8.713028169014088,1846,5.214689265536725,607,404,14,9,6,41.3506355806013,-50.81022717,0.0681229581229021,-0.125767889,0.996147102426807,-1.881208807,0.0016410990155301,-0.004656457,0.4711696869851732,0.3391089108910891,0.5339285714285713,2965,1465,5.294642857142856,3.8552631578947354,4961,9.50383141762452,1309,4.377926421404683,560,380,10,5,4,-27.88448199,-30.69223188,-0.049793718,-0.080769031,-0.462535546,-1.32472037,-0.000825956,-0.003486106,0.4303571428571427,0.376315789473684,336,314,8,8,0,22,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2013,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.6041666666666666,4017,1397,6.4375,3.6285714285714294,4958,8.548275862068964,2005,5.318302387267904,624,385,14,7,3,58.40193047841571,-56.62735058,0.0935928373051539,-0.147084027,0.5729785736340799,-1.096412337,0.0009182348936443456,-0.002847824,0.4711538461538461,0.3506493506493509,0.5447019867549668,3555,1862,5.885761589403973,4.422802850356296,5019,8.836267605633804,1591,4.835866261398177,604,421,10,6,4,-3.868098717,0.4983805650931519,-0.006404137,0.0011838018173234,0.0372807478972442,0.0234629187099432,6.17230925450913e-05,5.573139836091346e-05,0.4238410596026488,0.3776722090261282,379,370,8,8,0,9,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2014,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.6431924882629106,4831,1768,7.560250391236305,4.36543209876543,5230,8.673300165837482,2297,5.588807785888078,639,405,10,7,3,143.0125756930885,-29.70494846,0.2238068477200135,-0.073345552,2.837060511512904,-0.395801772,0.0044398443059669,-0.000977288,0.516431924882629,0.417283950617284,0.608695652173913,4049,1613,7.041739130434783,4.480555555555556,4573,8.452865064695013,1764,5.039999999999998,575,360,11,5,4,58.53092682304128,-20.83066516,0.101792916213985,-0.057862959,1.1037232787824318,-0.848337876,0.0019195187457085,-0.002356494,0.4730434782608695,0.3638888888888888,436,368,11,5,0,68,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2015,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.6196513470681457,4617,1744,7.316957210776546,4.7391304347826075,5889,10.01530612244898,1950,4.987212276214834,631,368,21,4,1,56.60529757908082,3.111211853952213,0.089707286179209,0.0084543800379135,0.3054864139935673,0.4139954759952549,0.0004841306085476471,0.0011249877065088,0.4738510301109349,0.4184782608695652,0.5973254086181281,4352,1471,6.466567607726596,3.954301075268818,4992,8.012841091492776,2016,5.014925373134327,673,372,17,6,4,13.985666317979778,-56.70015529,0.0207810792243384,-0.152419772,-0.266149665,-1.555344334,-0.000395468,-0.004181033,0.4680534918276373,0.3467741935483872,423,319,10,6,0,104,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2016,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.612540192926045,4208,1776,6.765273311897106,4.507614213197971,5180,8.75,1983,5.20472440944882,622,394,15,3,1,89.64586744290649,-2.729370548,0.1441251888149621,-0.006927336,3.222088977811751,-0.402403776,0.0051802073598259,-0.001021329,0.4726688102893891,0.4340101522842639,0.6038034865293185,3886,1605,6.158478605388276,4.4093406593406606,4184,7.103565365025463,1962,5.1496062992126,631,364,13,5,3,17.106321460308543,-11.68079795,0.027109859683532,-0.032090104,1.1583584996955767,-0.361729462,0.001835750395714,-0.000993762,0.4469096671949288,0.3956043956043955,399,327,11,5,0,72,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2017,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.6264274061990215,4384,1696,7.151712887438825,4.06714628297362,5242,8.945392491467574,2189,5.700520833333334,613,417,15,2,2,88.3301138407987,-25.4293972,0.1440948023504054,-0.060981768,2.67326742744489,-0.392804377,0.0043609582829443,-0.000941977,0.494290375203915,0.4028776978417265,0.5370705244122965,3219,1703,5.820976491862569,4.481578947368423,4158,8.383064516129034,1726,5.811447811447816,553,380,16,4,2,-37.16274855,-7.949992988,-0.067202077,-0.020921034,-1.255336697,-0.752865678,-0.002270048,-0.001981225,0.4086799276672694,0.4078947368421053,406,308,13,3,0,98,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2018,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.6419580419580418,5016,1462,7.0153846153846136,4.4169184290030215,5327,7.765306122448981,2777,6.050108932461874,715,331,17,7,2,116.10481933221276,-7.307176167,0.1623843627023954,-0.022076061,4.706941186385809,0.629195760370555,0.0065831345264137,0.0019008935358627,0.4951048951048951,0.4259818731117825,0.5838709677419354,3702,1549,5.970967741935485,4.31476323119777,5066,8.966371681415932,1636,4.519337016574586,620,359,8,5,1,26.144157267270028,0.3828722794840189,0.042167995592371,0.0010664966002339,1.0914733787564024,0.5415514065339481,0.001760440933478,0.0015084997396488,0.4483870967741936,0.3844011142061281,428,360,9,6,1,68,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2019,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.5793357933579334,2960,1464,5.461254612546123,3.8425196850393695,4019,7.895874263261296,1733,5.519108280254775,542,381,19,5,6,-73.90962896,-87.73831965,-0.136364629,-0.230284304,-1.960554916,-1.829570645,-0.00361726,-0.004802023,0.3948339483394832,0.3359580052493438,0.5518453427065023,3113,1761,5.47100175746924,3.8788546255506615,4246,8.260700389105056,1384,4.407643312101911,569,454,20,9,8,-66.67386054,-74.14236728,-0.117177259,-0.163309179,-1.910274556,-1.779975274,-0.003357249,-0.00392065,0.4077328646748683,0.3766519823788546,289,303,8,8,0,-14,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2020,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.6340740740740741,4007,1374,5.936296296296297,3.903409090909089,4652,7.091463414634145,2054,4.799065420560745,675,352,11,3,2,51.81938255014571,-41.67358414,0.0767694556298465,-0.118390864,1.316692370497641,-0.475919939,0.0019506553637001,-0.001352045,0.4562962962962964,0.3863636363636363,0.5120274914089347,3114,1789,5.3505154639175245,4.374083129584354,4845,9.263862332695982,1407,4.721476510067114,582,409,18,6,2,-93.19835948,-24.08590633,-0.160134638,-0.058889747,-2.684802348,-0.660812729,-0.004613062,-0.001615679,0.3831615120274912,0.39119804400978,416,312,12,4,0,104,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2021,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.6036931818181819,3782,1596,5.372159090909089,4.02015113350126,4425,6.694402420574885,2042,4.804705882352938,704,397,11,8,0,-67.77724966,-14.15756515,-0.096274502,-0.035661373,0.3699490790071925,-0.867921737,0.0005254958508624966,-0.002186201,0.393465909090909,0.3879093198992442,0.5735056542810982,3656,2493,5.906300484652669,5.0981595092024525,4547,8.090747330960856,1773,4.9943661971830995,619,489,13,5,3,-8.524846846,26.2668506228162,-0.013771966,0.0537154409464541,-0.668519612,0.6034412376215152,-0.001079999,0.0012340311607801,0.4361873990306943,0.4417177914110429,343,398,9,7,1,-55,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
2022,Pittsburgh Steelers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-pittsburgh-steelers-team-logo-2-768x768.png,0.5967213114754099,3417,2085,5.601639344262297,4.246435845213848,4668,8.203866432337433,1473,4.046703296703295,610,491,14,2,1,-4.208159983,17.162185199665842,-0.006898623,0.0349535340115393,1.3017231392679598,0.8294572886810444,0.0021339723594556,0.0016893223802057,0.4344262295081967,0.4704684317718942,0.5724137931034482,3781,1860,6.518965517241376,4.345794392523364,4811,8.942379182156134,1691,5.093373493975903,580,428,20,2,1,43.506221561537885,-19.56234189,0.0750107268302374,-0.045706406,0.7638042263858958,0.023267660777188,0.0013169038385963,5.436369340464829e-05,0.4551724137931033,0.3971962616822429,308,346,9,8,0,-38,Pittsburgh Steelers,Acrisure Stadium,"Pittsburgh, Pennsylvania",Pennsylvania,40.44133157,-80.00949996,Steely McBeam,,AFC,North,6,1933
1999,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.5135135135135135,3386,1406,6.100900900900901,3.5594936708860767,0,,0,,555,395,16,7,7,3.557100595076937,-87.49439945,0.0064091902613997,-0.221504809,-1.129485346,-1.45855716,-0.002035109,-0.00369255,0.4252252252252251,0.3215189873417722,0.516393442622951,3417,1918,5.601639344262295,4.098290598290598,0,,1,0.3333333333333333,610,468,28,4,1,-61.25952997,-19.64617684,-0.100425459,-0.04197901,-1.719810851,-0.890443712,-0.002819362,-0.001902658,0.3999999999999998,0.3803418803418802,338,298,9,7,0,40,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2000,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.5547445255474455,2923,1693,5.333941605839418,4.243107769423558,0,,0,,548,399,21,6,7,-29.44519773,-21.70040951,-0.053732113,-0.054386991,-1.322584402,-0.486395419,-0.002413475,-0.001219036,0.4105839416058394,0.3859649122807017,0.5960784313725491,3828,2454,7.505882352941181,4.917835671342685,0,,0,,510,499,17,5,6,76.80361891059138,-2.091431836,0.1505953311972381,-0.004191246,1.247022574999715,0.5202958741349359,0.002445142303921,0.0010426771024748,0.484313725490196,0.4148296593186373,320,405,6,10,0,-85,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2001,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.50390625,2838,1936,5.54296875,4.127931769722814,0,,0,,512,469,12,3,4,-1.605773406,-29.06031901,-0.003136276,-0.061962301,-0.474330002,-0.270674548,-0.000926426,-0.000577131,0.390625,0.3688699360341151,0.5640599001663892,3487,1721,5.8019966722129785,4.011655011655013,0,,0,,601,429,14,6,5,11.758631307937163,-13.84157519,0.0195651103293466,-0.032264744,-0.639170557,-0.781706668,-0.001063512,-0.00182216,0.4242928452579034,0.3799533799533799,301,324,9,7,0,-23,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2002,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.5822580645161292,4078,1744,6.577419354838714,4.065268065268063,0,,0,,620,429,16,9,3,35.5416946355914,-16.90633829,0.057325313928373,-0.039408714,-0.032045433,0.097378541151432,-5.17E-05,0.00022698960641362396,0.453225806451613,0.3986013986013987,0.5496575342465753,3415,2439,5.847602739726026,4.947261663286004,0,,0,,584,493,19,2,7,40.824736367453475,6.790713196026662,0.0699053704922147,0.0137742661177012,1.142421614142298,0.87610537828954,0.0019562013940792,0.0017770900168144,0.4469178082191781,0.4503042596348883,355,369,7,9,0,-14,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2003,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.5630550621669628,3618,2019,6.426287744227355,4.557562076749437,0,,0,,563,443,16,4,5,63.25865863523099,1.1370152794984736,0.1123599620519199,0.0025666259130891,-0.103486871,0.3281453416116323,-0.000183813,0.0007407344054438647,0.4777975133214919,0.4288939051918734,0.5604575163398694,3480,1767,5.686274509803921,3.9179600886917942,0,,0,,612,451,16,6,6,23.175897472901532,-49.10683435,0.037869113517813,-0.108884333,0.4234594820600996,-1.133636114,0.0006919272582681359,-0.002513606,0.4509803921568627,0.3946784922394679,404,327,10,6,0,77,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
